ad_spend_id,date,channel_id,campaign_id,adset_id,creative_id,impressions,clicks,conversions,spend,revenue_attributed
ad_2024-03-15_tiktok_paid,2024-03-15,tiktok_paid,campaign_6,adset_15,creative_82,31409,1639,163,260.03,387.65
ad_2024-03-16_meta_paid,2024-03-16,meta_paid,campaign_16,adset_12,creative_33,85863,1896,56,765.63,966.16
ad_2024-03-16_tiktok_paid,2024-03-16,tiktok_paid,campaign_7,adset_7,creative_11,92393,242,61,601.01,1114.96
ad_2024-03-17_meta_paid,2024-03-17,meta_paid,campaign_10,adset_18,creative_27,83224,235,106,933.1,1144.51
ad_2024-03-17_tiktok_paid,2024-03-17,tiktok_paid,campaign_10,adset_13,creative_66,33311,654,122,730.27,1373.59
ad_2024-03-18_meta_paid,2024-03-18,meta_paid,campaign_10,adset_2,creative_45,25614,1293,145,1051.53,2587.57
ad_2024-03-18_tiktok_paid,2024-03-18,tiktok_paid,campaign_16,adset_21,creative_11,74231,1853,192,1088.88,2737.58
ad_2024-03-19_meta_paid,2024-03-19,meta_paid,campaign_3,adset_37,creative_10,16550,457,66,904.33,1942.09
ad_2024-03-19_tiktok_paid,2024-03-19,tiktok_paid,campaign_2,adset_18,creative_66,45890,2000,176,1103.02,1737.55
ad_2024-03-20_meta_paid,2024-03-20,meta_paid,campaign_2,adset_44,creative_68,86482,1849,129,820.95,1603.92
ad_2024-03-20_tiktok_paid,2024-03-20,tiktok_paid,campaign_7,adset_22,creative_47,47650,1496,135,136.82,177.48
ad_2024-03-21_meta_paid,2024-03-21,meta_paid,campaign_1,adset_13,creative_91,79945,319,146,548.03,740.08
ad_2024-03-21_tiktok_paid,2024-03-21,tiktok_paid,campaign_10,adset_12,creative_80,30145,655,134,336.79,737.65
ad_2024-03-22_meta_paid,2024-03-22,meta_paid,campaign_13,adset_13,creative_6,87751,1546,65,331.05,942.6
ad_2024-03-22_tiktok_paid,2024-03-22,tiktok_paid,campaign_9,adset_39,creative_25,65013,1480,11,226.11,537.86
ad_2024-03-23_meta_paid,2024-03-23,meta_paid,campaign_12,adset_26,creative_81,78984,1121,50,821.49,1002.14
ad_2024-03-23_tiktok_paid,2024-03-23,tiktok_paid,campaign_16,adset_2,creative_25,64067,750,106,333.34,885.07
ad_2024-03-24_meta_paid,2024-03-24,meta_paid,campaign_14,adset_15,creative_18,36803,485,38,885.96,2043.02
ad_2024-03-24_tiktok_paid,2024-03-24,tiktok_paid,campaign_17,adset_41,creative_9,47053,391,69,670.89,1706.38
ad_2024-03-25_meta_paid,2024-03-25,meta_paid,campaign_1,adset_46,creative_55,18716,889,113,714.85,1396.82
ad_2024-03-25_tiktok_paid,2024-03-25,tiktok_paid,campaign_8,adset_10,creative_91,26139,431,89,507.33,1418.5
ad_2024-03-26_meta_paid,2024-03-26,meta_paid,campaign_5,adset_11,creative_13,22989,1037,163,755.75,1848.2
ad_2024-03-26_tiktok_paid,2024-03-26,tiktok_paid,campaign_19,adset_43,creative_35,61548,1554,190,795.55,2053.7
ad_2024-03-27_meta_paid,2024-03-27,meta_paid,campaign_17,adset_1,creative_75,53702,557,140,1122.65,2097.2
ad_2024-03-27_tiktok_paid,2024-03-27,tiktok_paid,campaign_11,adset_43,creative_71,56010,1049,87,477.95,1302.65
ad_2024-03-28_meta_paid,2024-03-28,meta_paid,campaign_6,adset_19,creative_94,50450,1552,74,189.38,263.69
ad_2024-03-28_tiktok_paid,2024-03-28,tiktok_paid,campaign_13,adset_35,creative_17,45885,543,161,267.09,492.88
ad_2024-03-29_meta_paid,2024-03-29,meta_paid,campaign_13,adset_19,creative_21,72380,120,170,1292.84,3097.77
ad_2024-03-29_tiktok_paid,2024-03-29,tiktok_paid,campaign_18,adset_21,creative_52,72754,1799,67,596.4,1293.52
ad_2024-03-30_meta_paid,2024-03-30,meta_paid,campaign_9,adset_21,creative_49,23309,1957,40,836.19,2262.85
ad_2024-03-30_tiktok_paid,2024-03-30,tiktok_paid,campaign_18,adset_1,creative_87,44798,946,124,1362.21,3679.69
ad_2024-03-31_meta_paid,2024-03-31,meta_paid,campaign_5,adset_38,creative_90,15439,589,187,141.26,199.93
ad_2024-03-31_tiktok_paid,2024-03-31,tiktok_paid,campaign_17,adset_21,creative_72,96979,899,64,324.95,669.73
ad_2024-04-01_meta_paid,2024-04-01,meta_paid,campaign_1,adset_38,creative_95,82914,1079,30,499.61,1084.55
ad_2024-04-01_tiktok_paid,2024-04-01,tiktok_paid,campaign_5,adset_27,creative_17,89393,302,166,147.36,216.26
ad_2024-04-02_meta_paid,2024-04-02,meta_paid,campaign_16,adset_38,creative_28,94466,1953,115,216.61,581.74
ad_2024-04-02_tiktok_paid,2024-04-02,tiktok_paid,campaign_10,adset_22,creative_95,86234,704,44,949.21,2663.49
ad_2024-04-03_meta_paid,2024-04-03,meta_paid,campaign_15,adset_26,creative_10,11418,1228,164,883.61,1167.86
ad_2024-04-03_tiktok_paid,2024-04-03,tiktok_paid,campaign_6,adset_30,creative_85,22394,704,156,1259.36,3479.31
ad_2024-04-04_meta_paid,2024-04-04,meta_paid,campaign_10,adset_9,creative_61,88899,1028,35,319.8,547.74
ad_2024-04-04_tiktok_paid,2024-04-04,tiktok_paid,campaign_3,adset_27,creative_22,86806,869,11,948.01,2282.92
ad_2024-04-05_meta_paid,2024-04-05,meta_paid,campaign_3,adset_11,creative_23,68402,1051,149,1053.87,2708.3
ad_2024-04-05_tiktok_paid,2024-04-05,tiktok_paid,campaign_9,adset_30,creative_48,49427,526,136,762.57,1219.83
ad_2024-04-06_meta_paid,2024-04-06,meta_paid,campaign_7,adset_36,creative_77,79449,892,193,543.5,1563.96
ad_2024-04-06_tiktok_paid,2024-04-06,tiktok_paid,campaign_5,adset_33,creative_82,48087,772,26,1143.26,2299.71
ad_2024-04-07_meta_paid,2024-04-07,meta_paid,campaign_1,adset_16,creative_79,71955,141,145,661.28,1027.26
ad_2024-04-07_tiktok_paid,2024-04-07,tiktok_paid,campaign_17,adset_38,creative_67,81098,195,38,476.07,1256.63
ad_2024-04-08_meta_paid,2024-04-08,meta_paid,campaign_3,adset_19,creative_10,50388,257,167,1139.96,3186.41
ad_2024-04-08_tiktok_paid,2024-04-08,tiktok_paid,campaign_16,adset_6,creative_29,24083,349,13,770.68,1047.33
ad_2024-04-09_meta_paid,2024-04-09,meta_paid,campaign_13,adset_28,creative_90,84522,873,168,1025.3,2714.84
ad_2024-04-09_tiktok_paid,2024-04-09,tiktok_paid,campaign_19,adset_3,creative_83,84224,862,198,683.47,903.19
ad_2024-04-10_meta_paid,2024-04-10,meta_paid,campaign_1,adset_26,creative_40,98580,1302,154,568.84,894.88
ad_2024-04-10_tiktok_paid,2024-04-10,tiktok_paid,campaign_4,adset_20,creative_54,62039,917,132,310.29,654.06
ad_2024-04-11_meta_paid,2024-04-11,meta_paid,campaign_11,adset_22,creative_49,81474,1597,35,452.24,936.83
ad_2024-04-11_tiktok_paid,2024-04-11,tiktok_paid,campaign_18,adset_30,creative_36,61951,378,165,708.37,1573.62
ad_2024-04-12_meta_paid,2024-04-12,meta_paid,campaign_5,adset_29,creative_6,82598,1240,146,499.55,945.17
ad_2024-04-12_tiktok_paid,2024-04-12,tiktok_paid,campaign_14,adset_10,creative_38,66283,208,188,1163.83,3300.09
ad_2024-04-13_meta_paid,2024-04-13,meta_paid,campaign_14,adset_50,creative_6,86202,1490,189,341.78,470.2
ad_2024-04-13_tiktok_paid,2024-04-13,tiktok_paid,campaign_10,adset_20,creative_80,69048,1361,187,691.38,1180.68
ad_2024-04-14_meta_paid,2024-04-14,meta_paid,campaign_10,adset_24,creative_27,77643,210,40,266.32,324.8
ad_2024-04-14_tiktok_paid,2024-04-14,tiktok_paid,campaign_12,adset_21,creative_67,77954,574,184,271.97,667.87
ad_2024-04-15_meta_paid,2024-04-15,meta_paid,campaign_10,adset_49,creative_84,60530,1455,52,269.5,675.92
ad_2024-04-15_tiktok_paid,2024-04-15,tiktok_paid,campaign_19,adset_1,creative_25,11847,735,183,252.32,347.96
ad_2024-04-16_meta_paid,2024-04-16,meta_paid,campaign_20,adset_8,creative_89,35426,731,36,158.2,288.75
ad_2024-04-16_tiktok_paid,2024-04-16,tiktok_paid,campaign_18,adset_45,creative_89,56032,783,35,387.98,1012.01
ad_2024-04-17_meta_paid,2024-04-17,meta_paid,campaign_15,adset_21,creative_60,92861,1198,168,191.4,415.2
ad_2024-04-17_tiktok_paid,2024-04-17,tiktok_paid,campaign_4,adset_26,creative_57,58597,1159,150,695.66,1376.2
ad_2024-04-18_meta_paid,2024-04-18,meta_paid,campaign_12,adset_35,creative_55,81674,1630,19,602.46,1031.28
ad_2024-04-18_tiktok_paid,2024-04-18,tiktok_paid,campaign_8,adset_33,creative_25,60324,1541,62,540.44,1599.36
ad_2024-04-19_meta_paid,2024-04-19,meta_paid,campaign_14,adset_47,creative_14,12499,1254,67,497.26,698.85
ad_2024-04-19_tiktok_paid,2024-04-19,tiktok_paid,campaign_16,adset_40,creative_11,65085,1937,86,1355.82,2618.21
ad_2024-04-20_meta_paid,2024-04-20,meta_paid,campaign_18,adset_20,creative_84,50790,1757,16,263.94,580.95
ad_2024-04-20_tiktok_paid,2024-04-20,tiktok_paid,campaign_20,adset_20,creative_60,83553,582,154,818.9,1592.44
ad_2024-04-21_meta_paid,2024-04-21,meta_paid,campaign_19,adset_3,creative_14,70792,1141,148,314.99,724.83
ad_2024-04-21_tiktok_paid,2024-04-21,tiktok_paid,campaign_2,adset_12,creative_7,60556,611,91,454.09,951.87
ad_2024-04-22_meta_paid,2024-04-22,meta_paid,campaign_20,adset_11,creative_20,41219,823,113,906.46,2633.06
ad_2024-04-22_tiktok_paid,2024-04-22,tiktok_paid,campaign_10,adset_16,creative_59,66155,596,155,571.11,827.89
ad_2024-04-23_meta_paid,2024-04-23,meta_paid,campaign_6,adset_36,creative_76,49849,673,64,556.46,1329.13
ad_2024-04-23_tiktok_paid,2024-04-23,tiktok_paid,campaign_3,adset_8,creative_41,10887,165,148,982.83,2336.99
ad_2024-04-24_meta_paid,2024-04-24,meta_paid,campaign_8,adset_38,creative_95,63731,821,86,306.59,789.74
ad_2024-04-24_tiktok_paid,2024-04-24,tiktok_paid,campaign_3,adset_25,creative_5,89106,329,92,1114.04,2422.35
ad_2024-04-25_meta_paid,2024-04-25,meta_paid,campaign_12,adset_34,creative_77,94796,200,61,1101.56,3295.43
ad_2024-04-25_tiktok_paid,2024-04-25,tiktok_paid,campaign_17,adset_11,creative_14,81919,1255,78,566.32,701.14
ad_2024-04-26_meta_paid,2024-04-26,meta_paid,campaign_8,adset_39,creative_23,52829,1839,70,710.32,997.89
ad_2024-04-26_tiktok_paid,2024-04-26,tiktok_paid,campaign_17,adset_35,creative_51,41717,1947,97,181.87,468.89
ad_2024-04-27_meta_paid,2024-04-27,meta_paid,campaign_1,adset_14,creative_4,92270,530,132,451.9,821.24
ad_2024-04-27_tiktok_paid,2024-04-27,tiktok_paid,campaign_14,adset_8,creative_3,25766,1014,24,415.59,1143.54
ad_2024-04-28_meta_paid,2024-04-28,meta_paid,campaign_16,adset_45,creative_67,94120,1893,10,239.24,424.64
ad_2024-04-28_tiktok_paid,2024-04-28,tiktok_paid,campaign_11,adset_4,creative_64,95012,338,41,285.97,368.04
ad_2024-04-29_meta_paid,2024-04-29,meta_paid,campaign_1,adset_43,creative_6,42699,215,198,923.2,2703.84
ad_2024-04-29_tiktok_paid,2024-04-29,tiktok_paid,campaign_14,adset_15,creative_15,80771,173,149,567.52,1289.09
ad_2024-04-30_meta_paid,2024-04-30,meta_paid,campaign_20,adset_6,creative_67,49474,346,91,394.38,1066.92
ad_2024-04-30_tiktok_paid,2024-04-30,tiktok_paid,campaign_5,adset_5,creative_91,79129,169,100,127.58,246.78
ad_2024-05-01_meta_paid,2024-05-01,meta_paid,campaign_5,adset_36,creative_96,74506,765,68,631.82,920.07
ad_2024-05-01_tiktok_paid,2024-05-01,tiktok_paid,campaign_20,adset_38,creative_62,31459,514,131,994.75,2299.8
ad_2024-05-02_meta_paid,2024-05-02,meta_paid,campaign_16,adset_24,creative_55,52708,1555,52,995.53,1918.61
ad_2024-05-02_tiktok_paid,2024-05-02,tiktok_paid,campaign_18,adset_41,creative_82,26501,1820,178,309.87,641.33
ad_2024-05-03_meta_paid,2024-05-03,meta_paid,campaign_14,adset_26,creative_72,86373,1018,168,1056.52,2722.28
ad_2024-05-03_tiktok_paid,2024-05-03,tiktok_paid,campaign_5,adset_31,creative_43,91845,1417,103,323.65,802.92
ad_2024-05-04_meta_paid,2024-05-04,meta_paid,campaign_16,adset_5,creative_21,11910,1279,199,884.81,1612.68
ad_2024-05-04_tiktok_paid,2024-05-04,tiktok_paid,campaign_18,adset_35,creative_7,17229,571,123,471.46,1368.54
ad_2024-05-05_meta_paid,2024-05-05,meta_paid,campaign_1,adset_44,creative_81,40723,388,113,604.08,1329.32
ad_2024-05-05_tiktok_paid,2024-05-05,tiktok_paid,campaign_14,adset_21,creative_38,84378,1479,132,932.87,1214.71
ad_2024-05-06_meta_paid,2024-05-06,meta_paid,campaign_1,adset_27,creative_34,91436,1946,100,1349.58,2783.1
ad_2024-05-06_tiktok_paid,2024-05-06,tiktok_paid,campaign_16,adset_8,creative_14,35985,1611,34,636.46,1358.68
ad_2024-05-07_meta_paid,2024-05-07,meta_paid,campaign_19,adset_6,creative_46,54113,564,192,206.43,349.21
ad_2024-05-07_tiktok_paid,2024-05-07,tiktok_paid,campaign_20,adset_43,creative_66,87246,1759,104,136.86,231.95
ad_2024-05-08_meta_paid,2024-05-08,meta_paid,campaign_14,adset_35,creative_32,11899,893,111,1216.64,3505.84
ad_2024-05-08_tiktok_paid,2024-05-08,tiktok_paid,campaign_10,adset_33,creative_26,72443,744,55,1242.3,3534.17
ad_2024-05-09_meta_paid,2024-05-09,meta_paid,campaign_19,adset_44,creative_80,31223,871,66,659.75,1894.32
ad_2024-05-09_tiktok_paid,2024-05-09,tiktok_paid,campaign_4,adset_41,creative_29,34682,1803,87,1197.66,2698.36
ad_2024-05-10_meta_paid,2024-05-10,meta_paid,campaign_20,adset_19,creative_16,98190,1068,94,251.71,720.48
ad_2024-05-10_tiktok_paid,2024-05-10,tiktok_paid,campaign_12,adset_9,creative_82,62215,1638,24,225.65,325.72
ad_2024-05-11_meta_paid,2024-05-11,meta_paid,campaign_18,adset_38,creative_97,89733,1147,69,601.34,1785.26
ad_2024-05-11_tiktok_paid,2024-05-11,tiktok_paid,campaign_6,adset_8,creative_53,16935,232,13,1582.19,3446.81
ad_2024-05-12_meta_paid,2024-05-12,meta_paid,campaign_13,adset_46,creative_33,62204,1418,184,1548.95,2917.55
ad_2024-05-12_tiktok_paid,2024-05-12,tiktok_paid,campaign_1,adset_19,creative_60,47197,252,99,1238.7,2269.79
ad_2024-05-13_meta_paid,2024-05-13,meta_paid,campaign_9,adset_43,creative_23,29375,1518,68,563.77,832.77
ad_2024-05-13_tiktok_paid,2024-05-13,tiktok_paid,campaign_16,adset_37,creative_40,69424,1054,151,1002.93,1624.53
ad_2024-05-14_meta_paid,2024-05-14,meta_paid,campaign_20,adset_40,creative_80,57028,355,139,647.94,1797.27
ad_2024-05-14_tiktok_paid,2024-05-14,tiktok_paid,campaign_3,adset_32,creative_50,24123,1648,122,1065.29,1797.85
ad_2024-05-15_meta_paid,2024-05-15,meta_paid,campaign_19,adset_38,creative_9,60650,1039,126,1084.17,2349.38
ad_2024-05-15_tiktok_paid,2024-05-15,tiktok_paid,campaign_19,adset_18,creative_33,18800,446,200,605.81,819.62
ad_2024-05-16_meta_paid,2024-05-16,meta_paid,campaign_19,adset_18,creative_21,84103,292,34,1108.33,2490.29
ad_2024-05-16_tiktok_paid,2024-05-16,tiktok_paid,campaign_20,adset_21,creative_11,74305,167,95,720.21,1001.97
ad_2024-05-17_meta_paid,2024-05-17,meta_paid,campaign_15,adset_26,creative_49,35054,1383,148,679.55,1749.26
ad_2024-05-17_tiktok_paid,2024-05-17,tiktok_paid,campaign_2,adset_16,creative_57,16085,149,62,730.9,1409.69
ad_2024-05-18_meta_paid,2024-05-18,meta_paid,campaign_4,adset_3,creative_74,68072,418,108,1099.15,2779.95
ad_2024-05-18_tiktok_paid,2024-05-18,tiktok_paid,campaign_19,adset_8,creative_21,27584,974,46,1060.87,2221.41
ad_2024-05-19_meta_paid,2024-05-19,meta_paid,campaign_2,adset_24,creative_21,38144,265,72,1108.45,1865.67
ad_2024-05-19_tiktok_paid,2024-05-19,tiktok_paid,campaign_18,adset_20,creative_21,23492,1510,114,525.1,1189.79
ad_2024-05-20_meta_paid,2024-05-20,meta_paid,campaign_14,adset_36,creative_41,62251,1670,69,1051.8,3056.65
ad_2024-05-20_tiktok_paid,2024-05-20,tiktok_paid,campaign_12,adset_20,creative_70,27205,1899,97,384.04,900.34
ad_2024-05-21_meta_paid,2024-05-21,meta_paid,campaign_11,adset_15,creative_77,96345,1319,104,250.35,540.3
ad_2024-05-21_tiktok_paid,2024-05-21,tiktok_paid,campaign_5,adset_38,creative_1,15856,654,168,1239.17,3570.9
ad_2024-05-22_meta_paid,2024-05-22,meta_paid,campaign_19,adset_49,creative_80,45119,1761,173,964.47,2195.79
ad_2024-05-22_tiktok_paid,2024-05-22,tiktok_paid,campaign_9,adset_18,creative_82,65718,282,22,591.69,1475.49
ad_2024-05-23_meta_paid,2024-05-23,meta_paid,campaign_10,adset_30,creative_40,20795,666,114,304.93,532.32
ad_2024-05-23_tiktok_paid,2024-05-23,tiktok_paid,campaign_18,adset_26,creative_36,26990,1596,169,1148.94,2428.52
ad_2024-05-24_meta_paid,2024-05-24,meta_paid,campaign_13,adset_17,creative_14,87697,1589,198,994.32,1793.26
ad_2024-05-24_tiktok_paid,2024-05-24,tiktok_paid,campaign_9,adset_19,creative_10,79200,465,102,247.05,435.71
ad_2024-05-25_meta_paid,2024-05-25,meta_paid,campaign_14,adset_11,creative_96,55505,298,56,375.19,840.95
ad_2024-05-25_tiktok_paid,2024-05-25,tiktok_paid,campaign_5,adset_8,creative_74,27043,657,153,337.44,634.37
ad_2024-05-26_meta_paid,2024-05-26,meta_paid,campaign_3,adset_32,creative_73,48614,1496,132,454.09,622.56
ad_2024-05-26_tiktok_paid,2024-05-26,tiktok_paid,campaign_18,adset_34,creative_74,19355,842,200,883.91,2587.48
ad_2024-05-27_meta_paid,2024-05-27,meta_paid,campaign_11,adset_33,creative_47,41103,197,36,485.85,927.59
ad_2024-05-27_tiktok_paid,2024-05-27,tiktok_paid,campaign_7,adset_32,creative_52,47649,920,99,147.47,333.52
ad_2024-05-28_meta_paid,2024-05-28,meta_paid,campaign_2,adset_32,creative_19,31851,1307,16,748.52,1036.15
ad_2024-05-28_tiktok_paid,2024-05-28,tiktok_paid,campaign_9,adset_16,creative_80,12524,1142,83,930.55,1600.34
ad_2024-05-29_meta_paid,2024-05-29,meta_paid,campaign_13,adset_11,creative_65,28884,670,197,865.88,1338.15
ad_2024-05-29_tiktok_paid,2024-05-29,tiktok_paid,campaign_14,adset_16,creative_68,84787,832,157,823.7,1482.7
ad_2024-05-30_meta_paid,2024-05-30,meta_paid,campaign_10,adset_14,creative_45,33426,1118,111,1229.68,2020.27
ad_2024-05-30_tiktok_paid,2024-05-30,tiktok_paid,campaign_19,adset_14,creative_36,58086,848,195,496.99,975.1
ad_2024-05-31_meta_paid,2024-05-31,meta_paid,campaign_4,adset_50,creative_55,76009,1415,155,1041.92,2751.73
ad_2024-05-31_tiktok_paid,2024-05-31,tiktok_paid,campaign_11,adset_35,creative_1,68540,1301,95,892.85,1400.67
ad_2024-06-01_meta_paid,2024-06-01,meta_paid,campaign_5,adset_44,creative_59,76331,1983,189,1507.4,3904.63
ad_2024-06-01_tiktok_paid,2024-06-01,tiktok_paid,campaign_14,adset_25,creative_68,92017,1129,107,1629.92,3376.26
ad_2024-06-02_meta_paid,2024-06-02,meta_paid,campaign_15,adset_23,creative_34,28372,883,120,530.31,691.11
ad_2024-06-02_tiktok_paid,2024-06-02,tiktok_paid,campaign_1,adset_28,creative_86,86043,588,127,995.78,1307.64
ad_2024-06-03_meta_paid,2024-06-03,meta_paid,campaign_8,adset_12,creative_67,79551,1352,152,1206.53,3276.81
ad_2024-06-03_tiktok_paid,2024-06-03,tiktok_paid,campaign_11,adset_29,creative_13,27959,448,19,220.7,429.64
ad_2024-06-04_meta_paid,2024-06-04,meta_paid,campaign_8,adset_24,creative_52,69857,258,57,1015.12,1856.6
ad_2024-06-04_tiktok_paid,2024-06-04,tiktok_paid,campaign_1,adset_19,creative_12,92645,1848,29,1372.63,2233.19
ad_2024-06-05_meta_paid,2024-06-05,meta_paid,campaign_7,adset_44,creative_21,86584,840,89,1324.1,1724.63
ad_2024-06-05_tiktok_paid,2024-06-05,tiktok_paid,campaign_15,adset_31,creative_64,25085,1594,148,1460.3,2293.03
ad_2024-06-06_meta_paid,2024-06-06,meta_paid,campaign_12,adset_1,creative_87,47525,210,69,1321.9,2456.64
ad_2024-06-06_tiktok_paid,2024-06-06,tiktok_paid,campaign_3,adset_37,creative_56,44544,1515,24,876.41,2098.75
ad_2024-06-07_meta_paid,2024-06-07,meta_paid,campaign_17,adset_8,creative_46,19892,119,175,334.75,644.92
ad_2024-06-07_tiktok_paid,2024-06-07,tiktok_paid,campaign_17,adset_4,creative_64,75926,499,186,1098.8,2644.52
ad_2024-06-08_meta_paid,2024-06-08,meta_paid,campaign_10,adset_20,creative_57,64852,812,103,1158.28,2300.3
ad_2024-06-08_tiktok_paid,2024-06-08,tiktok_paid,campaign_11,adset_15,creative_66,56789,564,70,706.46,1505.23
ad_2024-06-09_meta_paid,2024-06-09,meta_paid,campaign_17,adset_10,creative_89,97691,360,117,193.96,428.46
ad_2024-06-09_tiktok_paid,2024-06-09,tiktok_paid,campaign_9,adset_9,creative_100,40115,217,49,796.36,1018.11
ad_2024-06-10_meta_paid,2024-06-10,meta_paid,campaign_11,adset_15,creative_89,50725,1065,174,1595.6,2462.9
ad_2024-06-10_tiktok_paid,2024-06-10,tiktok_paid,campaign_14,adset_38,creative_20,35083,1472,102,1162.87,2330.15
ad_2024-06-11_meta_paid,2024-06-11,meta_paid,campaign_18,adset_35,creative_33,97628,728,167,1703.82,4170.6
ad_2024-06-11_tiktok_paid,2024-06-11,tiktok_paid,campaign_13,adset_12,creative_70,92174,315,70,1024.55,2167.41
ad_2024-06-12_meta_paid,2024-06-12,meta_paid,campaign_1,adset_47,creative_9,68299,908,25,275.17,636.57
ad_2024-06-12_tiktok_paid,2024-06-12,tiktok_paid,campaign_8,adset_14,creative_72,62077,1148,149,200.57,493.91
ad_2024-06-13_meta_paid,2024-06-13,meta_paid,campaign_11,adset_15,creative_42,54489,152,196,1174.1,2736.27
ad_2024-06-13_tiktok_paid,2024-06-13,tiktok_paid,campaign_14,adset_41,creative_31,92417,1494,171,340.98,801.79
ad_2024-06-14_meta_paid,2024-06-14,meta_paid,campaign_1,adset_11,creative_98,27528,727,167,1035.95,2604.76
ad_2024-06-14_tiktok_paid,2024-06-14,tiktok_paid,campaign_10,adset_16,creative_30,77321,1608,115,1033.53,2756.8
ad_2024-06-15_meta_paid,2024-06-15,meta_paid,campaign_15,adset_29,creative_9,26994,1822,72,634.62,1741.61
ad_2024-06-15_tiktok_paid,2024-06-15,tiktok_paid,campaign_6,adset_21,creative_23,10879,314,69,547.16,1090.81
ad_2024-06-16_meta_paid,2024-06-16,meta_paid,campaign_14,adset_43,creative_32,16802,1501,185,1244.05,2091.32
ad_2024-06-16_tiktok_paid,2024-06-16,tiktok_paid,campaign_7,adset_33,creative_90,24850,151,196,1170.38,1924.82
ad_2024-06-17_meta_paid,2024-06-17,meta_paid,campaign_3,adset_40,creative_33,21419,307,39,337.23,732.01
ad_2024-06-17_tiktok_paid,2024-06-17,tiktok_paid,campaign_10,adset_5,creative_44,42896,1265,85,955.98,1732.54
ad_2024-06-18_meta_paid,2024-06-18,meta_paid,campaign_14,adset_4,creative_8,10673,760,42,676.02,1418.63
ad_2024-06-18_tiktok_paid,2024-06-18,tiktok_paid,campaign_2,adset_3,creative_69,47622,1949,15,1577.44,3872.54
ad_2024-06-19_meta_paid,2024-06-19,meta_paid,campaign_19,adset_25,creative_86,55166,387,68,791.14,1743.51
ad_2024-06-19_tiktok_paid,2024-06-19,tiktok_paid,campaign_16,adset_23,creative_22,87761,1422,105,1283.79,3784.38
ad_2024-06-20_meta_paid,2024-06-20,meta_paid,campaign_15,adset_39,creative_48,55058,345,190,1057.22,2471.29
ad_2024-06-20_tiktok_paid,2024-06-20,tiktok_paid,campaign_18,adset_2,creative_56,60911,1233,69,976.49,2422.91
ad_2024-06-21_meta_paid,2024-06-21,meta_paid,campaign_7,adset_4,creative_99,99584,611,184,1796.63,2209.1
ad_2024-06-21_tiktok_paid,2024-06-21,tiktok_paid,campaign_5,adset_15,creative_71,70941,1930,24,1629.73,4024.35
ad_2024-06-22_meta_paid,2024-06-22,meta_paid,campaign_18,adset_31,creative_35,81559,1754,147,971.01,1328.78
ad_2024-06-22_tiktok_paid,2024-06-22,tiktok_paid,campaign_2,adset_24,creative_6,24775,1982,77,141.88,292.47
ad_2024-06-23_meta_paid,2024-06-23,meta_paid,campaign_6,adset_2,creative_85,17762,1401,30,446.29,1252.9
ad_2024-06-23_tiktok_paid,2024-06-23,tiktok_paid,campaign_8,adset_46,creative_72,44503,1201,40,1079.03,1321.09
ad_2024-06-24_meta_paid,2024-06-24,meta_paid,campaign_5,adset_44,creative_1,48159,449,20,824.64,1878.24
ad_2024-06-24_tiktok_paid,2024-06-24,tiktok_paid,campaign_4,adset_18,creative_59,91974,373,173,835.88,2142.95
ad_2024-06-25_meta_paid,2024-06-25,meta_paid,campaign_20,adset_34,creative_43,45363,1190,25,1627.77,2880.66
ad_2024-06-25_tiktok_paid,2024-06-25,tiktok_paid,campaign_16,adset_34,creative_5,42093,331,96,941.74,1350.76
ad_2024-06-26_meta_paid,2024-06-26,meta_paid,campaign_13,adset_21,creative_12,19196,1744,178,478.12,580.68
ad_2024-06-26_tiktok_paid,2024-06-26,tiktok_paid,campaign_11,adset_33,creative_44,28735,410,141,697.25,1080.86
ad_2024-06-27_meta_paid,2024-06-27,meta_paid,campaign_2,adset_44,creative_84,58126,1250,169,1221.49,2619.08
ad_2024-06-27_tiktok_paid,2024-06-27,tiktok_paid,campaign_15,adset_14,creative_69,65887,1005,94,887.67,1830.24
ad_2024-06-28_meta_paid,2024-06-28,meta_paid,campaign_3,adset_29,creative_30,25439,911,143,1248.44,1693.2
ad_2024-06-28_tiktok_paid,2024-06-28,tiktok_paid,campaign_14,adset_11,creative_40,71875,759,168,471.48,1065.74
ad_2024-06-29_meta_paid,2024-06-29,meta_paid,campaign_12,adset_41,creative_11,47117,546,161,808.9,1444.17
ad_2024-06-29_tiktok_paid,2024-06-29,tiktok_paid,campaign_2,adset_32,creative_65,28719,655,178,907.95,1587.53
ad_2024-06-30_meta_paid,2024-06-30,meta_paid,campaign_5,adset_28,creative_40,56894,1462,42,749.49,2113.03
ad_2024-06-30_tiktok_paid,2024-06-30,tiktok_paid,campaign_14,adset_50,creative_99,15672,1005,59,718.83,995.73
ad_2024-07-01_meta_paid,2024-07-01,meta_paid,campaign_7,adset_10,creative_29,14742,1134,177,1438.03,3186.61
ad_2024-07-01_tiktok_paid,2024-07-01,tiktok_paid,campaign_12,adset_46,creative_75,31457,1021,76,1313.21,2984.05
ad_2024-07-02_meta_paid,2024-07-02,meta_paid,campaign_19,adset_26,creative_24,47691,269,17,1131.45,1577.53
ad_2024-07-02_tiktok_paid,2024-07-02,tiktok_paid,campaign_18,adset_50,creative_6,45692,1517,123,1140.32,2455.97
